Cust. attr. 8;Cust. attr. Bez;Customer;Customer Bez.;Customer Classification;Customer Classification Bez.;Jahr;Accounting period;Accounting period Bez.;Product technology [2];Product technology [2] Bez.;Absatz;Zeitraum
O15;Bernhard Rabengruber;61160075;Fraungruber & Leitner GmbH & Co KG;1;Installateur;2016;11;November;12;WHB;2;201611
O15;Bernhard Rabengruber;61160075;Fraungruber & Leitner GmbH & Co KG;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O15;Bernhard Rabengruber;61170009;Gamisch Heizungsbau;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O15;Bernhard Rabengruber;61190059;Integral Gebäudetechnik GmbH;75;75;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61230107;Muggenhumer Energiesysteme GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61290005;Saniton Heizungs- u. Sanitär;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O15;Bernhard Rabengruber;61300096;Schierl Johann & Sohn Gesmbh;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61305506;#Wärme Sanitär Weiß;95;95;2016;11;November;73;Heat pumps;2;201611
O15;Bernhard Rabengruber;61305582;Manetsgruber Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61305606;Haustechnik Strasser GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O15;Bernhard Rabengruber;61305616;Udo Stieglbauer;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61401071;Luksch Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O16;Heinz Rucker;61402991;Odörfer Haustechnik KG;2;Wholesaler;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61100473;HB Haustechnik GmbH;1;Installateur;2016;11;November;73;Heat pumps;3;201611
O18;Kurt Ortner;61101163;Hermann Rosenberger GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61104192;Josef Koch;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61104375;Zach GmbH;75;75;2016;11;November;73;Heat pumps;2;201611
O18;Kurt Ortner;61104397;TF Haustec GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O18;Kurt Ortner;61104397;TF Haustec GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61130024;Cziglar GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61170110;Rudolf Gutmann u. Sohn GmbH;1;Installateur;2016;11;November;73;Heat pumps;8;201611
O18;Kurt Ortner;61280239;Roth Handel &;65;65;2016;11;November;12;WHB;1;201611
O18;Kurt Ortner;61303617;Pumpen-Förster GmbH;65;65;2016;11;November;12;WHB;1;201611
O18;Kurt Ortner;61308015;Roth Handel &;75;75;2016;11;November;73;Heat pumps;1;201611
O18;Kurt Ortner;61310105;Energienetze Steiermark GmbH;82;82;2016;11;November;12;WHB;1;201611
O18;Kurt Ortner;61350204;Günter Jungwirth GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O18;Kurt Ortner;61401956;Krobath Bad Heizung Service GmbH;1;Installateur;2016;11;November;73;Heat pumps;8;201611
O18;Kurt Ortner;61402503;Frauenthal Service AG;76;76;2016;11;November;73;Heat pumps;2;201611
O18;Kurt Ortner;61402653;Glatz Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O18;Kurt Ortner;61402653;Glatz Haustechnik GmbH;1;Installateur;2016;11;November;73;Heat pumps;25;201611
O20;Anton Stiefsohn;61101388;Lemp Energietechnik e.U.;1;Installateur;2016;11;November;12;WHB;1;201611
O20;Anton Stiefsohn;61101388;Lemp Energietechnik e.U.;1;Installateur;2016;11;November;73;Heat pumps;3;201611
O20;Anton Stiefsohn;61102488;Hauer Haustechnik  GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O20;Anton Stiefsohn;61102629;Lehner Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O20;Anton Stiefsohn;61104046;Wimmer Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O20;Anton Stiefsohn;61104420;Elektro Schober GmbH;65;65;2016;11;November;73;Heat pumps;1;201611
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;11;November;12;WHB;6;201611
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;11;November;73;Heat pumps;17;201611
O20;Anton Stiefsohn;61110075;Haustechnik Apfelthaler GesmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2016;11;November;12;WHB;1;201611
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2016;11;November;73;Heat pumps;3;201611
O20;Anton Stiefsohn;61240021;Friedrich Neidhart Ges.m.b.H.;65;65;2016;11;November;12;WHB;3;201611
O20;Anton Stiefsohn;61280088;Raiffeisen-Lagerhaus Zwettl eGen;65;65;2016;11;November;11;WHB;1;201611
O20;Anton Stiefsohn;61300241;Schachtner GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O20;Anton Stiefsohn;61300274;Haustechnik Hauer Ges.m.b.H.;65;65;2016;11;November;12;WHB;3;201611
O20;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2016;11;November;12;WHB;53;201611
O20;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2016;11;November;73;Heat pumps;2;201611
O20;Anton Stiefsohn;61303979;HTI Haiderer & Trimmel;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O20;Anton Stiefsohn;61304043;Maroscheck Gesellschaft m.b.H.;1;Installateur;2016;11;November;12;WHB;1;201611
O20;Anton Stiefsohn;61350174;Waldschütz & Buxbaum;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O20;Anton Stiefsohn;61633490;Günther GmbH;65;65;2016;11;November;73;Heat pumps;4;201611
O21;Christian Stuefer;61104418;Gerald Reiter Installationen;1;Installateur;2016;11;November;11;WHB;5;201611
O21;Christian Stuefer;61104418;Gerald Reiter Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O21;Christian Stuefer;61180151;Hlobil GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O21;Christian Stuefer;61302270;Radits Installations GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O21;Christian Stuefer;61302494;Polak Andreas GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O21;Christian Stuefer;61302846;Helmut Saip GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O21;Christian Stuefer;61302871;Lugar Installateur GesmbH;75;75;2016;11;November;11;WHB;1;201611
O21;Christian Stuefer;61302871;Lugar Installateur GesmbH;75;75;2016;11;November;12;WHB;1;201611
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;11;November;11;WHB;2;201611
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;11;November;12;WHB;10;201611
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;11;November;73;Heat pumps;3;201611
O21;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2016;11;November;12;WHB;0;201611
O21;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2016;11;November;73;Heat pumps;15;201611
O21;Christian Stuefer;61402524;Nexhmedin Axhijaj;1;Installateur;2016;11;November;12;WHB;1;201611
O21;Christian Stuefer;61402654;GWH Energietechnik GmbH;1;Installateur;2016;11;November;73;Heat pumps;6;201611
O25;Rainer Guttmann;61280101;Weidinger A.;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O25;Rainer Guttmann;61403006;MA 56 Fachbereich 2;15;Building authority;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61101179;Mohamed Salah Tlig;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61102088;hb 24 Haustechnik;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61102088;hb 24 Haustechnik;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O30;Markus Lininger;61103864;Proventus Haustechnik GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61120067;Bergmann Installateur GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61140041;Wasser & Wärme;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O30;Markus Lininger;61160039;Ing. T.Frieberger;1;Installateur;2016;11;November;12;WHB;0;201611
O30;Markus Lininger;61180013;Haunschmidt;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O30;Markus Lininger;61180144;Fass Karl GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61220091;Karl Löschl;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O30;Markus Lininger;61236672;RAIFFEISEN-LAGERHAUS;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61250055;Ökasan GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61300307;Höllerer & Schöndorfer GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61302113;Gross Peter;1;Installateur;2016;11;November;11;WHB;2;201611
O30;Markus Lininger;61302480;Lugar Installateur GesmbH;75;75;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61302480;Lugar Installateur GesmbH;75;75;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61302717;Michael Fischer;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61302739;Ptacek Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61320009;Temper Franz  GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O30;Markus Lininger;61401374;Sebastian Twardak;1;Installateur;2016;11;November;11;WHB;1;201611
O30;Markus Lininger;61633167;Haustechnik Hochrieder GmbH;65;65;2016;11;November;12;WHB;1;201611
O30;Markus Lininger;61633167;Haustechnik Hochrieder GmbH;65;65;2016;11;November;73;Heat pumps;3;201611
O30;Markus Lininger;61633487;Wejda Gesmbh;65;65;2016;11;November;73;Heat pumps;3;201611
O36;Rene Bachinger;61100576;Haustechnik Bruckner GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61102254;Lugar Installateur GesmbH;75;75;2016;11;November;12;WHB;-3;201611
O36;Rene Bachinger;61102468;Alfred Hackl;1;Installateur;2016;11;November;12;WHB;-1;201611
O36;Rene Bachinger;61103378;Ernst Gallistl;1;Installateur;2016;11;November;12;WHB;-1;201611
O36;Rene Bachinger;61110071;Gerald Augustin Meisterbetrieb e.U.;1;Installateur;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61120055;Deibl Installations-Technik Ges.mbh;1;Installateur;2016;11;November;11;WHB;1;201611
O36;Rene Bachinger;61120055;Deibl Installations-Technik Ges.mbh;1;Installateur;2016;11;November;12;WHB;2;201611
O36;Rene Bachinger;61120079;Ing.Ludwig Medel e.U.;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61160046;Auer Wasser & Wärme GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61160076;Franz Forster Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61170083;Gehart Installationsservice;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61180026;Herbsthofer GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61200029;Jebinger GmbH & Co Kg;1;Installateur;2016;11;November;12;WHB;0;201611
O36;Rene Bachinger;61200029;Jebinger GmbH & Co Kg;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O36;Rene Bachinger;61220115;Forstenlechner GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61230088;Meisl GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O36;Rene Bachinger;61260078;Ing. Pischulti;1;Installateur;2016;11;November;12;WHB;-4;201611
O36;Rene Bachinger;61303317;Forstner Inst. GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61304554;F & G Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61304554;F & G Haustechnik GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O36;Rene Bachinger;61306022;Linz Gas/Wärme GmbH;75;75;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61306024;Märzinger Herbert;1;Installateur;2016;11;November;12;WHB;-2;201611
O36;Rene Bachinger;61310109;Ing.Mag.Walter Stadlbauer;1;Installateur;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61350009;Karl Wall Ges.m.b.H;1;Installateur;2016;11;November;12;WHB;1;201611
O36;Rene Bachinger;61401829;SAN-OK;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O36;Rene Bachinger;61402710;Thomas Naderer;1;Installateur;2016;11;November;12;WHB;-1;201611
O39;Martin Moder;61304726;Köberl Bau GmbH;8;Draftsman of re.hous;2016;11;November;73;Heat pumps;3;201611
O50;Richard Matajs;61100901;Comfortbad L.Höglinger GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61101291;Gerhard Klinger;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61102256;Ewald König;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61103475;Andreas Wunderlich;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61103936;Alternative Heiz- und Solar;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2016;11;November;73;Heat pumps;3;201611
O50;Richard Matajs;61120277;Peter Bönisch InstallationsgesmbH;65;65;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61180043;HOFA Service GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61180043;HOFA Service GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O50;Richard Matajs;61180277;Heuer OG;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61210024;Klose & Bürscher;1;Installateur;2016;11;November;12;WHB;4;201611
O50;Richard Matajs;61210032;König GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61210043;#Adolf Kikinger & Co;95;95;2016;11;November;12;WHB;2;201611
O50;Richard Matajs;61210242;Günter Kratky GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O50;Richard Matajs;61210242;Günter Kratky GmbH;1;Installateur;2016;11;November;12;WHB;0;201611
O50;Richard Matajs;61230208;Mühlegger GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61230208;Mühlegger GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61236772;Miesbauer GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61260148;Pichler Installations GmbH & Co Kg;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61260148;Pichler Installations GmbH & Co Kg;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O50;Richard Matajs;61280019;Rammerstorfer A+K GesmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O50;Richard Matajs;61303316;Sanitär Heinze Linz Filiale;76;76;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2016;11;November;12;WHB;4;201611
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61305607;Maier & Stelzer GmbH;75;75;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61306012;Josef Asanger;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61306030;Minichberger GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61306050;Hanl Miroslav;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61306057;Siegl GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O50;Richard Matajs;61350121;Weichselbaumer GmbH;1;Installateur;2016;11;November;12;WHB;6;201611
O50;Richard Matajs;61350121;Weichselbaumer GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O50;Richard Matajs;61401476;Martin Eckerstorfer;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O50;Richard Matajs;61403033;Schwacha Sanitär &;1;Installateur;2016;11;November;12;WHB;3;201611
O50;Richard Matajs;61403033;Schwacha Sanitär &;1;Installateur;2016;11;November;73;Heat pumps;3;201611
O50;Richard Matajs;61627175;Krenn GmbH;65;65;2016;11;November;73;Heat pumps;2;201611
O51;Christian Berger;61100930;Harald Gutschelhofer GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61100938;Leitold GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O51;Christian Berger;61101834;Entfellner Peter;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61103015;Siegfried Lackner;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61104546;Fa. Ing. Majcen Bau GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61104546;Fa. Ing. Majcen Bau GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O51;Christian Berger;61130005;#Ing. Helfried Csamay GmbH;99;Passivated customers;2016;11;November;12;WHB;2;201611
O51;Christian Berger;61160164;Fasching Johann;1;Installateur;2016;11;November;12;WHB;2;201611
O51;Christian Berger;61210120;Ludwig Kneihsl GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61302001;Firma Warter GmbH;1;Installateur;2016;11;November;12;WHB;4;201611
O51;Christian Berger;61303642;Häusler Peter GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O51;Christian Berger;61303676;Rudolf Königshofer;1;Installateur;2016;11;November;12;WHB;1;201611
O51;Christian Berger;61303697;Friesnig Edwin GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O51;Christian Berger;61401105;#Herbitschek GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O53;Rainer Fritz;61236516;SANEX Sanitär und Heizungs-;2;Wholesaler;2016;11;November;12;WHB;4;201611
O53;Rainer Kraft;61250010;ÖAG;2;Wholesaler;2016;11;November;12;WHB;0;201611
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;11;November;11;WHB;253;201611
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;11;November;12;WHB;255;201611
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;11;November;73;Heat pumps;70;201611
O53;Austria;61402998;#Odörfer Haustechnik KG;94;94;2016;11;November;73;Heat pumps;1;201611
O72;Gerhard Pachner;61401480;Elektro Götz GmbH;67;67;2016;11;November;73;Heat pumps;1;201611
O76;Harald Pick;61103376;MIDZAN Installations GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O76;Harald Pick;61180233;Hechenleitner & Cie GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O76;Harald Pick;61290119;Franz Suette;1;Installateur;2016;11;November;12;WHB;1;201611
O76;Harald Pick;61305819;Heiztechnik Rumpf GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O76;Harald Pick;61305843;GEKO Gebäudetechnik GmbH;1;Installateur;2016;11;November;73;Heat pumps;5;201611
O76;Harald Pick;61305858;#Klemens Kreuter;99;Passivated customers;2016;11;November;12;WHB;1;201611
O76;Harald Pick;61320101;Trubka Gmbh;1;Installateur;2016;11;November;12;WHB;2;201611
O76;Harald Pick;61402044;Installationstechnik;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O79;Markus Marath;61102487;Bernd Schandl KG;1;Installateur;2016;11;November;12;WHB;2;201611
O79;Markus Marath;61102777;Weghofer GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O79;Markus Marath;61103656;Erwin Böck;1;Installateur;2016;11;November;12;WHB;1;201611
O79;Markus Marath;61180462;Habeler & Bauer GmbH;65;65;2016;11;November;73;Heat pumps;1;201611
O79;Markus Marath;61300011;Ing. Jürgen Pfalz;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O79;Markus Marath;61302909;TIG;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O79;Markus Marath;61302917;Cinadr GesmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O79;Markus Marath;61302961;#Stefan Morawitz e.U.;95;95;2016;11;November;12;WHB;1;201611
O79;Markus Marath;61302984;Lender Richard GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O80;Martin Rigo;61100656;HEGA Haustechnik GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O80;Martin Rigo;61100798;Wolfger Dieter;1;Installateur;2016;11;November;12;WHB;1;201611
O80;Martin Rigo;61104075;Mitgas GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O80;Martin Rigo;61104114;Martin Horvath;1;Installateur;2016;11;November;12;WHB;1;201611
O80;Martin Rigo;61110069;Wallner GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O80;Martin Rigo;61120020;Bieber Fritz GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O80;Martin Rigo;61300247;Scheu GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O80;Martin Rigo;61302161;Sanitärhandels Express;76;76;2016;11;November;12;WHB;2;201611
O80;Martin Rigo;61302657;Inanc Ruhi;1;Installateur;2016;11;November;12;WHB;1;201611
