Cust. attr. 8;Cust. attr. Bez;Customer;Customer Bez.;Customer Classification;Customer Classification Bez.;Jahr;Accounting period;Accounting period Bez.;Product technology [2];Product technology [2] Bez.;Absatz;Zeitraum
O89;Christian Gröller;61102999;Fuchs Installationen GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61104540;Alexander Griebler GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O89;Christian Gröller;61170282;Gschier Karl GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61180196;Ing. Leo Harkam;1;Installateur;2016;10;October;12;WHB;2;201610
O89;Christian Gröller;61200038;Jauk GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61210150;Bad-Heiztechnik Kindermann;65;65;2016;10;October;12;WHB;3;201610
O89;Christian Gröller;61210208;Ing. Wolfgang Schenner;1;Installateur;2016;10;October;12;WHB;2;201610
O89;Christian Gröller;61260214;#Pucher Installationstechnik GmbH;95;95;2016;10;October;12;WHB;1;201610
O89;Christian Gröller;61303710;Lagerhaus Gleinstätten-Ehrenhausen-;75;75;2016;10;October;12;WHB;1;201610
O89;Christian Gröller;61303726;Andreas Held;1;Installateur;2016;10;October;12;WHB;5;201610
O89;Christian Gröller;61303822;Hammer Haustechnik Ges.m.b.H.;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61303838;Höpo Haustechnik GmbH;65;65;2016;10;October;12;WHB;1;201610
O89;Christian Gröller;61308011;Veronik & Co KG;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61401499;Fritz Holter Ges.m.b.H;76;76;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61402368;AMT Haustechnik GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O89;Christian Gröller;61403008;Klement Haustechnik;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O90;Daniel Fanninger;61100147;Köse Installationen GmbH;75;75;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61101218;Ing. Günter Vida;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61101386;Aqua Haustechnik GmbH;1;Installateur;2016;10;October;12;WHB;3;201610
O90;Daniel Fanninger;61102367;Zeman Installationen GmbH;75;75;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61103938;#R.I. Gasgerätetechnik e.U.;95;95;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61120039;Rudolf GmbH;1;Installateur;2016;10;October;11;WHB;1;201610
O90;Daniel Fanninger;61120039;Rudolf GmbH;1;Installateur;2016;10;October;12;WHB;2;201610
O90;Daniel Fanninger;61120093;Sanipart;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61120254;Markus Bayer GmbH;65;65;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61160022;#Frana Ing. Helmut;95;95;2016;10;October;12;WHB;3;201610
O90;Daniel Fanninger;61210023;Ing.Krenn Josef GmbH;1;Installateur;2016;10;October;12;WHB;3;201610
O90;Daniel Fanninger;61210198;Rudolf Köhler;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61220002;Lamberger Geb. & Co.;1;Installateur;2016;10;October;12;WHB;2;201610
O90;Daniel Fanninger;61280131;Rupsch GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61302457;Müldür Üryan;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61302839;Stolz Markus GmbH & CO KG;75;75;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61303921;Roland Habacher;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61303946;Bauer GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61304129;Profi & Co;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61305157;Steiner E.K.S. Installationen GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61305181;Richard Kraus;1;Installateur;2016;10;October;12;WHB;2;201610
O90;Daniel Fanninger;61305410;Ott Installationsges.m.b.H.;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61310068;J.Stettner GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O90;Daniel Fanninger;61401207;Stock - Installateur;1;Installateur;2016;10;October;11;WHB;1;201610
O90;Daniel Fanninger;61401389;Dilek Installationstechnik e.U.;1;Installateur;2016;10;October;11;WHB;1;201610
O90;Daniel Fanninger;61401389;Dilek Installationstechnik e.U.;1;Installateur;2016;10;October;12;WHB;3;201610
O90;Daniel Fanninger;61401520;Aqua Lupus Installationen;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61401788;Inex H2o Haustechnik GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61402028;Altec Bau GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O90;Daniel Fanninger;61402529;Kollar GmbH;65;65;2016;10;October;12;WHB;3;201610
O90;Daniel Fanninger;61402529;Kollar GmbH;65;65;2016;10;October;73;Heat pumps;1;201610
O90;Daniel Fanninger;61402851;Can Installation KG;1;Installateur;2016;10;October;12;WHB;2;201610
O92;Christian Ebner;61102775;Immobilien Baden GmbH & Co KG;33;Facility Management;2016;10;October;11;WHB;1;201610
O94;Sascha Petrovic;61102065;Ing.Gerhard Reischl GmbH;1;Installateur;2016;10;October;12;WHB;3;201610
O94;Sascha Petrovic;61102294;Wieser + Scherer;1;Installateur;2016;10;October;12;WHB;1;201610
O94;Sascha Petrovic;61102301;Herbert Putz;1;Installateur;2016;10;October;12;WHB;1;201610
O94;Sascha Petrovic;61103613;Etzer Haustechnik;1;Installateur;2016;10;October;12;WHB;1;201610
O94;Sascha Petrovic;61160133;Fasching Wilhelm;1;Installateur;2016;10;October;12;WHB;1;201610
O94;Sascha Petrovic;61236179;Matousch Haustechnik GmbH;1;Installateur;2016;10;October;12;WHB;7;201610
O94;Sascha Petrovic;61236474;Thermosan;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O94;Sascha Petrovic;61302003;Hofmann & Pichler;1;Installateur;2016;10;October;12;WHB;1;201610
O94;Sascha Petrovic;61302632;Vitzthum & Lebeda Ges.m.b.H.;1;Installateur;2016;10;October;11;WHB;2;201610
O94;Sascha Petrovic;61302632;Vitzthum & Lebeda Ges.m.b.H.;1;Installateur;2016;10;October;12;WHB;2;201610
O94;Sascha Petrovic;61305362;Steger Sebastian;1;Installateur;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61100600;Duplex Feuerungstechnik GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61100727;Nimmerrichter GmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O97;Gerhard Chvala;61101319;Haustechnik Obernberger GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61140045;Duch GesmbH;65;65;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61210445;Kurt Krammer GmbH;1;Installateur;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61210584;Ing. Martin Kuderer;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O97;Gerhard Chvala;61280018;Raiffeisen Lagerh. Hollabrunn-Horn;1;Installateur;2016;10;October;12;WHB;1;201610
O97;Gerhard Chvala;61350016;InstallationsgmbH;1;Installateur;2016;10;October;73;Heat pumps;1;201610
O01;Herbert Manschein;61100623;Josef Schönthaler BetriebsgmbH;1;Installateur;2016;11;November;12;WHB;5;201611
O01;Herbert Manschein;61100630;Ing. Mulalic KG;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O01;Herbert Manschein;61100945;Schmoiger Christian;1;Installateur;2016;11;November;12;WHB;1;201611
O01;Herbert Manschein;61102172;Manfred Hofleitner;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O01;Herbert Manschein;61104432;Natasa Nestorovic;1;Installateur;2016;11;November;12;WHB;1;201611
O01;Herbert Manschein;61120059;Bürger GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O01;Herbert Manschein;61170066;Stoll GmbH;1;Installateur;2016;11;November;73;Heat pumps;0;201611
O01;Herbert Manschein;61290235;Solartherm Wärmeanlagen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O01;Herbert Manschein;61305465;Heissenberger GmbH;1;Installateur;2016;11;November;12;WHB;-2;201611
O01;Herbert Manschein;61402302;Ofenfuchs OG;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61100508;#Thomas Mauric;95;95;2016;11;November;11;WHB;2;201611
O03;Michael Simeoni;61100676;Ing. Friedrich Steiner;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61100918;B-Gas Technischer Kundendienst;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61100918;B-Gas Technischer Kundendienst;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61100987;Momir Popovic KG;1;Installateur;2016;11;November;12;WHB;2;201611
O03;Michael Simeoni;61101216;Sanitherm Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61102003;Wöss Installationen GmbH;1;Installateur;2016;11;November;11;WHB;4;201611
O03;Michael Simeoni;61102003;Wöss Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61102972;Gastherm e.U.;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O03;Michael Simeoni;61103035;Cibo Installationen KG;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O03;Michael Simeoni;61103857;Installationen Dolezal e.U.;1;Installateur;2016;11;November;73;Heat pumps;0;201611
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;11;November;11;WHB;13;201611
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;11;November;12;WHB;5;201611
O03;Michael Simeoni;61150009;Enders Heinrich;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;11;November;12;WHB;7;201611
O03;Michael Simeoni;61220086;Lipkovich Robert GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61230061;Mahr Josef;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61260040;Pollak Franz;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61302162;D. I. Kafol GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61302266;Kalt Warm - Installationen;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61302266;Kalt Warm - Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61302409;Kurt Reichl;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61302412;Appel GesmbH;75;75;2016;11;November;12;WHB;2;201611
O03;Michael Simeoni;61302412;Appel GesmbH;75;75;2016;11;November;73;Heat pumps;1;201611
O03;Michael Simeoni;61302444;HOMA Installationen;1;Installateur;2016;11;November;12;WHB;6;201611
O03;Michael Simeoni;61302682;Dalipi Ges.m.b.H;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61305407;Prenner Helmut;1;Installateur;2016;11;November;11;WHB;2;201611
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;11;November;11;WHB;1;201611
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O03;Michael Simeoni;61402943;Ebner Haustechnik e.U.;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61100465;Pöllmann & Partner GmbH;75;75;2016;11;November;73;Heat pumps;2;201611
O04;Peter Astelhuber;61103517;Schupfner GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O04;Peter Astelhuber;61230191;Mühlberger;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61236723;Eder-Heizung-Sanitär GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61236723;Eder-Heizung-Sanitär GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O04;Peter Astelhuber;61280132;Rosenkranz GmbH;65;65;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61302030;Pöllmann & Partner GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O04;Peter Astelhuber;61302036;Holzapfel Dieter Ing.;1;Installateur;2016;11;November;12;WHB;2;201611
O04;Peter Astelhuber;61302039;Leitner Günter;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61302540;Erich Radler;1;Installateur;2016;11;November;12;WHB;2;201611
O04;Peter Astelhuber;61302589;Franz Goiginger;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61305504;Daxecker GmbH & Co KG;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61305544;Heiztechnik & Badkomfort GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O04;Peter Astelhuber;61350234;Ing. Rupert Weiser;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61402757;Kaiser & Partner;1;Installateur;2016;11;November;12;WHB;1;201611
O04;Peter Astelhuber;61402757;Kaiser & Partner;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O05;Holger Friedrich;61210126;Kunz Otto GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O05;Holger Friedrich;61220048;#Kliha - Installationen e.U.;95;95;2016;11;November;11;WHB;1;201611
O05;Holger Friedrich;61230008;Paul Magyar GmbH;1;Installateur;2016;11;November;11;WHB;-1;201611
O05;Holger Friedrich;61236510;Ing. Dunger GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;11;November;73;Heat pumps;6;201611
O05;Holger Friedrich;61302997;#Aqua Installations GmbH;95;95;2016;11;November;73;Heat pumps;1;201611
O05;Holger Friedrich;61305117;Silvester Installationen GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O05;Holger Friedrich;61310033;Ing. Josef Strobel GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O05;Holger Friedrich;61401392;Ing. M. Götz GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O05;Holger Friedrich;61401931;Leo TECH GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O05;Holger Friedrich;61402996;Odörfer Haustechnik KG;76;76;2016;11;November;12;WHB;18;201611
O06;Christian Pramsoler;61103473;Schmidt´s Haustechnik KG;2;Wholesaler;2016;11;November;12;WHB;1;201611
O06;Christian Pramsoler;61103473;Schmidt´s Haustechnik KG;2;Wholesaler;2016;11;November;73;Heat pumps;1;201611
O07;Florian Neuner;61103080;HMS Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O07;Florian Neuner;61120044;Breyer Installationen GmbH;1;Installateur;2016;11;November;12;WHB;16;201611
O07;Florian Neuner;61150171;Erharter Installations GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O07;Florian Neuner;61250015;Ortner GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O07;Florian Neuner;61300006;Schedl Energie & Technik GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2016;11;November;12;WHB;10;201611
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2016;11;November;73;Heat pumps;-1;201611
O07;Florian Neuner;61305996;WLS Ges.m.b.H.;1;Installateur;2016;11;November;12;WHB;1;201611
O07;Florian Neuner;61310027;Stolz Markus GmbH & CO KG;75;75;2016;11;November;12;WHB;1;201611
O07;Florian Neuner;61310139;Stolz Markus GmbH & CO KG;65;65;2016;11;November;12;WHB;3;201611
O07;Florian Neuner;61403116;Steixner Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O10;Austria;61100725;#Instatherm Wärmeanlagen Ges.m.b.H.;99;Passivated customers;2016;11;November;11;WHB;1;201611
O10;Austria;61100785;#Güvenc Ayhan;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61101969;#Ihr Meisterbetrieb Burgstaller e.U;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;11;November;11;WHB;1;201611
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61103943;#HTG - Vertriebsgesellschaft m.b.H.;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61104113;#Die Heizung 3100;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61104258;#Claus Gruber;99;Passivated customers;2016;11;November;12;WHB;2;201611
O10;Austria;61150048;#Karl Egger OG;99;Passivated customers;2016;11;November;12;WHB;-3;201611
O10;Austria;61180122;#Ing.Hofinger Markus;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61210015;#Ing. Heinrich Kerschbaum G.m.b.H.;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61210015;#Ing. Heinrich Kerschbaum G.m.b.H.;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61210235;#Kausl GmbH;99;Passivated customers;2016;11;November;73;Heat pumps;3;201611
O10;Austria;61250011;#Odörfer Haustechnik GmbH;94;94;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61260146;#W. P. Installations GesmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61260196;#Poferl GmbH;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61290168;#Haustechnik Spindler GmbH;99;Passivated customers;2016;11;November;12;WHB;2;201611
O10;Austria;61300057;#Schneider Haustechnik GmbH;99;Passivated customers;2016;11;November;12;WHB;10;201611
O10;Austria;61302568;#Denk Johann;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61303828;#Ing. Peter Christian Neuhold;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61303914;#Kausl GmbH;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61304567;#Hermann Steiner;99;Passivated customers;2016;11;November;12;WHB;2;201611
O10;Austria;61305168;#Janacek GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61305505;#Aichmayr Heinz;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;11;November;12;WHB;-2;201611
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;11;November;73;Heat pumps;-1;201611
O10;Austria;61310176;#Steixner Gerhard GmbH;99;Passivated customers;2016;11;November;12;WHB;0;201611
O10;Austria;61320067;#Tauschek Sanitär Heizung GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61330026;#Unterweger GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61401179;#MS Installation e.U.;99;Passivated customers;2016;11;November;12;WHB;3;201611
O10;Austria;61401613;#Hartl GmbH;99;Passivated customers;2016;11;November;11;WHB;2;201611
O10;Austria;61401801;#Diana Sanitärtechnik;99;Passivated customers;2016;11;November;11;WHB;1;201611
O10;Austria;61401828;#Green Energy Projects GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61401828;#Green Energy Projects GmbH;99;Passivated customers;2016;11;November;73;Heat pumps;1;201611
O10;Austria;61401966;#Gastec e.U.;99;Passivated customers;2016;11;November;12;WHB;0;201611
O10;Austria;61402157;#BJ Haustechnik GmbH;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61402522;#Ing.Martin Mayrhofer;99;Passivated customers;2016;11;November;12;WHB;1;201611
O10;Austria;61403010;#Schlossnagel;99;Passivated customers;2016;11;November;12;WHB;-1;201611
O10;Austria;61627565;#GEG Elektro-u.;99;Passivated customers;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61102307;Hotfix - Wasser und Heizung;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61102438;Jürgen Glätzle;1;Installateur;2016;11;November;12;WHB;5;201611
O11;Martin Lendl;61110052;Ausserer Installationen e.U.;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61110215;Anker Verwaltung GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61120034;Baumgartner Heinz;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61170003;Geiger & Platter;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61230172;Maderbök GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O11;Martin Lendl;61237854;Franz Jirka;1;Installateur;2016;11;November;12;WHB;2;201611
O11;Martin Lendl;61300042;Schuh GmbH;1;Installateur;2016;11;November;12;WHB;2;201611
O11;Martin Lendl;61300052;Schwinghammer -Nikosan GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61303131;Heidegger Installationen Ges.m.b.H.;1;Installateur;2016;11;November;12;WHB;2;201611
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2016;11;November;73;Heat pumps;3;201611
O11;Martin Lendl;61304802;Kircher Ernst GmbH;1;Installateur;2016;11;November;12;WHB;3;201611
O11;Martin Lendl;61304841;Friedrich Rigger;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61304852;Schöpf Helmut;1;Installateur;2016;11;November;12;WHB;1;201611
O11;Martin Lendl;61304858;Lugar Installateur GesmbH;75;75;2016;11;November;12;WHB;2;201611
O11;Martin Lendl;61310029;Markus Stolz GesmbH & Co KG;75;75;2016;11;November;12;WHB;2;201611
O11;Martin Lendl;61320032;Tusch Installations GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61102377;Modern Home Gas-und Sanitärtechnik;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O12;Christian Tiefenthaler;61102582;HKS Installationen GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61120152;Bechter Ges.m.b.H.;1;Installateur;2016;11;November;12;WHB;3;201611
O12;Christian Tiefenthaler;61121762;Brändle Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61160254;Richard Feuerstein GmbH;1;Installateur;2016;11;November;12;WHB;4;201611
O12;Christian Tiefenthaler;61300257;Bernhard Schlappack;1;Installateur;2016;11;November;12;WHB;3;201611
O12;Christian Tiefenthaler;61305912;Klotz Andreas;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61305920;Loretz Installationen KG;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61350133;Wenninger GesmbH & Co KG;1;Installateur;2016;11;November;12;WHB;1;201611
O12;Christian Tiefenthaler;61350133;Wenninger GesmbH & Co KG;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O13;Josef Pichler;61102560;Steiner Haustechnik Zentrale Salzb.;2;Wholesaler;2016;11;November;12;WHB;2;201611
O13;Josef Pichler;61102578;Weyland Haustechnik Zentrale;2;Wholesaler;2016;11;November;12;WHB;4;201611
O13;Josef Pichler;61102578;Weyland Haustechnik Zentrale;2;Wholesaler;2016;11;November;73;Heat pumps;4;201611
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;11;November;11;WHB;14;201611
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;11;November;12;WHB;60;201611
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;11;November;73;Heat pumps;7;201611
O14;Helmut Neulinger;61100340;Gartner Johann;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61110006;Ing. Aigner;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61150072;Klausriegler Josef GmbH;1;Installateur;2016;11;November;12;WHB;13;201611
O14;Helmut Neulinger;61160020;Ing. Förstl;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61170038;Greibich Installations GmbH;1;Installateur;2016;11;November;73;Heat pumps;5;201611
O14;Helmut Neulinger;61170079;Pernkopf & Haas GmbH;65;65;2016;11;November;12;WHB;6;201611
O14;Helmut Neulinger;61170218;#Gruber GmbH & CO KG;95;95;2016;11;November;12;WHB;2;201611
O14;Helmut Neulinger;61180004;Ing.Hager;65;65;2016;11;November;12;WHB;3;201611
O14;Helmut Neulinger;61180324;Hopferwieser & Steinmayr GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O14;Helmut Neulinger;61230082;#Anton Maitz Gesellschaft.m.b.H.;95;95;2016;11;November;12;WHB;2;201611
O14;Helmut Neulinger;61250058;Ing.Ondrusek Johann GmbH;65;65;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61303397;Pfeferle GmbH;1;Installateur;2016;11;November;73;Heat pumps;4;201611
O14;Helmut Neulinger;61303431;Trio-Haustechnik GmbH;65;65;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61303435;Pichler;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61303435;Pichler;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O14;Helmut Neulinger;61303447;Energie Technik;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61304540;Günther Kaltenbrunner;1;Installateur;2016;11;November;12;WHB;2;201611
O14;Helmut Neulinger;61304549;Herbert Buchinger;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61306053;Schedlberger  Günther;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61320025;Tremmel & Schuller GmbH;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61401147;Schimpf Michael;1;Installateur;2016;11;November;12;WHB;3;201611
O14;Helmut Neulinger;61402144;Seirl Karl;1;Installateur;2016;11;November;12;WHB;-2;201611
O14;Helmut Neulinger;61402756;Thomas Buchberger;1;Installateur;2016;11;November;12;WHB;1;201611
O14;Helmut Neulinger;61627176;Elektro Kammerhofer & Co GmbH;65;65;2016;11;November;73;Heat pumps;1;201611
O15;Bernhard Rabengruber;61100568;Thomas Schwarzbauer;1;Installateur;2016;11;November;73;Heat pumps;5;201611
O15;Bernhard Rabengruber;61102114;Kleinpötzl GmbH;1;Installateur;2016;11;November;73;Heat pumps;1;201611
O15;Bernhard Rabengruber;61102454;Haustechnik Thomas Aichinger GmbH;1;Installateur;2016;11;November;73;Heat pumps;2;201611
O15;Bernhard Rabengruber;61103519;Baumgartner Installationen;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61110024;Aquatechnik Handels- u.;65;65;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61121770;Braumann Haustechnik GmbH.;1;Installateur;2016;11;November;12;WHB;1;201611
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;11;November;12;WHB;3;201611
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;11;November;73;Heat pumps;3;201611
